airline,from,to,route,price,duration_in_min,stops,class_category,day,month,dep_hour,arr_hour
GoAir,Mumbai,Chennai,Delhi-Mumbai,6621.925882211609,94.97154569896125,1,Economy,6,6,4,11
IndiGo,Delhi,Mumbai,Delhi-Bangalore,6373.336785572865,185.52290200141368,1,Business,11,8,19,15
SpiceJet,Delhi,Bangalore,Mumbai-Chennai,7216.804981727504,137.11521625063548,0,Economy,3,1,2,0
GoAir,Delhi,Hyderabad,Delhi-Hyderabad,5240.8667833401305,102.58055092338148,0,Economy,15,5,4,15
GoAir,Mumbai,Mumbai,Mumbai-Chennai,7397.890558332447,101.65844257834117,0,Economy,1,3,14,1
SpiceJet,Delhi,Kolkata,Mumbai-Chennai,6745.753251408308,117.21167380159235,1,Economy,7,2,18,23
IndiGo,Delhi,Hyderabad,Delhi-Hyderabad,5810.755770224843,112.81494233934751,2,Economy,1,11,15,14
AirAsia,Mumbai,Bangalore,Delhi-Hyderabad,6908.496117746356,153.50501326589864,0,Economy,17,8,7,6
GoAir,Delhi,Bangalore,Mumbai-Kolkata,5114.965190070692,125.59248509232138,0,Economy,9,7,12,0
SpiceJet,Delhi,Chennai,Mumbai-Kolkata,5340.388670777861,98.05104783274416,0,Business,29,10,15,4
Vistara,Delhi,Hyderabad,Mumbai-Chennai,5513.128221408239,176.71322055467348,0,Business,26,7,2,9
SpiceJet,Delhi,Chennai,Mumbai-Chennai,5576.817833548788,121.47924994560668,0,Economy,23,5,0,21
Vistara,Mumbai,Mumbai,Delhi-Mumbai,5154.753885791798,143.0651902790669,0,Economy,13,12,8,20
IndiGo,Delhi,Hyderabad,Delhi-Mumbai,6978.46645367626,101.75320477665723,1,Economy,11,9,8,3
AirAsia,Mumbai,Mumbai,Mumbai-Kolkata,5792.916479704135,130.8934688323357,1,Economy,29,5,21,13
SpiceJet,Mumbai,Chennai,Mumbai-Kolkata,6282.003974685504,129.33329973429585,0,Economy,20,2,16,12
GoAir,Delhi,Hyderabad,Delhi-Mumbai,5543.718906869056,63.3105212371154,1,Economy,6,3,23,0
IndiGo,Delhi,Chennai,Delhi-Mumbai,4543.517359561186,180.4582533138192,0,Economy,1,4,1,15
SpiceJet,Delhi,Hyderabad,Delhi-Bangalore,6216.045886713137,158.71933382767642,0,Economy,7,5,8,22
GoAir,Mumbai,Chennai,Delhi-Bangalore,4470.1960196641785,108.08414051562038,0,Economy,12,3,23,8
SpiceJet,Mumbai,Bangalore,Delhi-Mumbai,5945.092763131625,86.93190778632433,0,Economy,31,12,18,21
Vistara,Delhi,Chennai,Delhi-Bangalore,4905.347968933752,130.42684841410656,0,Economy,22,7,12,15
SpiceJet,Delhi,Bangalore,Delhi-Hyderabad,7589.820799384646,122.6009309824319,0,Economy,20,5,4,18
SpiceJet,Mumbai,Chennai,Mumbai-Kolkata,6729.090177739778,130.67006845689687,0,Business,23,5,8,14
SpiceJet,Mumbai,Hyderabad,Mumbai-Kolkata,6084.603033017184,125.74732188582269,2,Economy,19,6,12,13
IndiGo,Mumbai,Hyderabad,Delhi-Mumbai,7010.965342123734,135.1872296791778,0,Economy,17,7,0,19
SpiceJet,Delhi,Hyderabad,Mumbai-Chennai,5322.9472180274115,163.4191709817542,0,Economy,4,10,14,9
GoAir,Mumbai,Kolkata,Delhi-Mumbai,6434.783502936074,137.04309615385938,0,Economy,3,10,3,20
Vistara,Mumbai,Mumbai,Delhi-Bangalore,6159.848346974971,88.51033503270176,1,Business,1,8,3,11
Vistara,Delhi,Hyderabad,Mumbai-Chennai,6211.216065066936,160.87688558137356,0,Economy,18,9,19,0
SpiceJet,Mumbai,Bangalore,Delhi-Bangalore,7017.882800085415,169.21843690464863,1,Economy,27,11,9,20
IndiGo,Delhi,Hyderabad,Delhi-Hyderabad,6585.9936822238415,214.56170203536254,0,Economy,21,4,5,16
IndiGo,Delhi,Kolkata,Delhi-Bangalore,6230.978930260018,86.29517900281206,0,Economy,15,5,23,8
GoAir,Delhi,Bangalore,Delhi-Hyderabad,4676.090051017363,127.28646039450825,0,Business,8,5,11,22
SpiceJet,Delhi,Kolkata,Delhi-Hyderabad,5231.962963776429,60.0,0,Economy,1,8,19,18
Vistara,Mumbai,Bangalore,Delhi-Bangalore,5901.832853123421,136.59447469137626,0,Economy,20,9,15,17
IndiGo,Delhi,Chennai,Delhi-Bangalore,6074.697899421321,103.55399105499683,0,Economy,14,7,2,6
SpiceJet,Delhi,Mumbai,Delhi-Hyderabad,5095.837020260861,177.7033738447486,0,Economy,4,5,13,8
IndiGo,Delhi,Mumbai,Mumbai-Chennai,7929.341340462737,96.76155089944254,0,Economy,5,3,0,21
IndiGo,Mumbai,Kolkata,Delhi-Hyderabad,7213.115244202859,69.32450886098215,0,Economy,23,1,9,20
Vistara,Mumbai,Mumbai,Mumbai-Kolkata,6481.694656313987,105.8620877789244,2,Economy,13,11,14,11
AirAsia,Mumbai,Kolkata,Delhi-Hyderabad,6057.6294890269955,60.73536686348588,0,Economy,28,9,6,6
GoAir,Mumbai,Kolkata,Mumbai-Chennai,5830.2328240790785,142.5329836352193,1,Business,24,5,3,13
GoAir,Mumbai,Kolkata,Mumbai-Kolkata,5238.465231982212,60.0,1,Economy,15,9,13,14
Vistara,Delhi,Mumbai,Delhi-Mumbai,6061.98441481509,120.85372743549476,0,Economy,6,10,23,14
IndiGo,Mumbai,Kolkata,Delhi-Mumbai,6206.202032114201,60.0,0,Economy,1,12,15,5
SpiceJet,Delhi,Mumbai,Mumbai-Chennai,5006.5915396147,110.39106586390075,0,Economy,23,4,13,20
IndiGo,Mumbai,Kolkata,Delhi-Hyderabad,6267.341133795918,169.30134467413603,1,Economy,19,5,2,13
Vistara,Delhi,Hyderabad,Delhi-Bangalore,5875.792760940201,130.81943674307385,1,Economy,31,4,16,1
GoAir,Mumbai,Kolkata,Mumbai-Chennai,4473.753953698088,94.09519185105198,1,Economy,13,2,20,7
IndiGo,Mumbai,Bangalore,Mumbai-Kolkata,5311.691991376399,119.06389533182748,2,Economy,29,12,13,12
GoAir,Delhi,Kolkata,Mumbai-Kolkata,5669.115573262685,120.5405061613334,1,Economy,29,1,17,22
SpiceJet,Delhi,Chennai,Delhi-Mumbai,7510.150125872152,134.17891037530217,0,Economy,6,8,2,5
GoAir,Delhi,Kolkata,Mumbai-Kolkata,6445.2424996270065,78.9942491015752,0,Economy,15,4,21,4
GoAir,Delhi,Bangalore,Mumbai-Chennai,4931.614744720087,137.77701821541993,1,Economy,16,5,18,4
AirAsia,Delhi,Bangalore,Mumbai-Kolkata,6388.829031534109,60.0,0,Business,24,6,2,0
AirAsia,Mumbai,Mumbai,Mumbai-Chennai,4762.156808849308,101.10346342908569,0,Business,23,8,11,8
AirAsia,Delhi,Hyderabad,Delhi-Bangalore,6866.1528431096585,105.35178472645366,1,Economy,16,11,21,5
GoAir,Mumbai,Kolkata,Delhi-Mumbai,5623.100278545697,138.99980478213715,0,Economy,10,8,4,19
Vistara,Delhi,Mumbai,Mumbai-Kolkata,5925.0910490086635,120.67892558030607,2,Economy,22,7,9,6
GoAir,Delhi,Hyderabad,Mumbai-Chennai,7060.637318033752,77.8331083843114,1,Economy,9,4,8,8
Vistara,Delhi,Kolkata,Delhi-Hyderabad,4970.2691451326,90.45020622548955,0,Business,9,6,0,4
Vistara,Delhi,Chennai,Delhi-Mumbai,4882.305451909607,125.9604002864222,2,Economy,17,4,12,13
AirAsia,Mumbai,Kolkata,Delhi-Bangalore,5533.120538923196,117.62797974406331,0,Economy,17,7,2,4
IndiGo,Mumbai,Bangalore,Mumbai-Chennai,6830.703080815453,102.6262767109276,0,Economy,17,12,18,7
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,4784.523139618526,105.57498631464063,0,Economy,24,12,10,6
AirAsia,Mumbai,Chennai,Delhi-Bangalore,3734.2755215115444,140.88503991477867,0,Economy,12,11,15,12
AirAsia,Mumbai,Mumbai,Mumbai-Kolkata,5639.072913272801,104.46922281392357,0,Economy,13,1,5,12
IndiGo,Mumbai,Hyderabad,Mumbai-Kolkata,6441.392639928737,117.3572626791278,0,Economy,30,5,23,7
SpiceJet,Mumbai,Kolkata,Mumbai-Chennai,6960.209399791063,185.0980976424163,0,Economy,12,10,2,10
GoAir,Delhi,Bangalore,Delhi-Hyderabad,5629.470910331681,77.2895208934823,0,Economy,14,12,18,17
GoAir,Mumbai,Mumbai,Mumbai-Chennai,5670.858714307198,64.44471805276024,1,Economy,10,10,5,18
AirAsia,Mumbai,Chennai,Delhi-Hyderabad,6923.120587404598,143.5076899439582,1,Economy,23,4,7,5
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,4504.206640243664,99.6407081611769,0,Economy,19,11,21,21
AirAsia,Delhi,Chennai,Delhi-Mumbai,5689.183379853593,110.45287416772139,0,Economy,29,7,12,1
Vistara,Delhi,Kolkata,Mumbai-Chennai,6152.339111940046,96.56530865606658,0,Business,2,9,11,12
AirAsia,Mumbai,Hyderabad,Mumbai-Chennai,6359.374977028027,112.20599577697462,0,Business,4,5,9,22
AirAsia,Mumbai,Bangalore,Delhi-Hyderabad,5592.154645447294,167.95614336289023,1,Business,19,4,2,10
GoAir,Mumbai,Bangalore,Delhi-Bangalore,6027.5528093646735,144.0638537585436,1,Economy,7,9,3,0
GoAir,Delhi,Kolkata,Delhi-Bangalore,4009.3381172696086,145.86670535660932,0,Economy,26,5,0,23
GoAir,Delhi,Mumbai,Delhi-Hyderabad,5473.401270132921,77.51318832622063,0,Economy,15,9,12,1
Vistara,Mumbai,Hyderabad,Delhi-Bangalore,6362.8069700435735,85.46538790341393,0,Business,15,8,23,16
GoAir,Mumbai,Bangalore,Mumbai-Kolkata,5214.164772596257,60.0,1,Business,24,4,3,7
SpiceJet,Delhi,Hyderabad,Delhi-Mumbai,6047.187377271678,95.71857536751737,0,Business,6,11,21,1
IndiGo,Delhi,Bangalore,Mumbai-Chennai,6357.498000642158,148.70109559156975,2,Economy,3,11,10,5
SpiceJet,Mumbai,Hyderabad,Delhi-Mumbai,5725.960639313788,135.50839547245113,1,Business,6,7,18,21
SpiceJet,Delhi,Chennai,Mumbai-Chennai,6136.371016797257,113.35460211143628,0,Economy,31,5,10,4
GoAir,Delhi,Bangalore,Mumbai-Kolkata,5229.81394777231,119.33099148845841,0,Economy,16,10,11,15
IndiGo,Mumbai,Hyderabad,Delhi-Bangalore,5834.710976243163,99.33343372273782,2,Economy,2,4,10,7
IndiGo,Delhi,Mumbai,Delhi-Hyderabad,6488.172935671378,126.14276647205352,0,Economy,31,5,5,18
IndiGo,Delhi,Chennai,Mumbai-Kolkata,6125.578368774747,142.97634838441846,0,Economy,28,5,11,15
Vistara,Mumbai,Chennai,Delhi-Mumbai,5530.774984348852,71.52339637768581,0,Economy,7,11,8,12
GoAir,Delhi,Mumbai,Delhi-Hyderabad,6179.373123432634,128.98943063512044,1,Economy,30,9,9,19
IndiGo,Mumbai,Hyderabad,Delhi-Bangalore,6571.687832509295,147.97304612864002,1,Economy,11,12,2,6
Vistara,Mumbai,Kolkata,Mumbai-Kolkata,4360.046977138018,107.54699133109891,1,Business,26,9,2,15
AirAsia,Mumbai,Mumbai,Delhi-Hyderabad,6927.259251964718,141.02101836361751,1,Economy,30,6,19,22
AirAsia,Delhi,Hyderabad,Mumbai-Kolkata,5730.996209055143,204.4396333341766,1,Economy,7,4,22,15
Vistara,Delhi,Mumbai,Mumbai-Kolkata,6340.3919465921845,116.86971621039324,2,Economy,4,2,15,11
Vistara,Delhi,Mumbai,Delhi-Bangalore,6957.797538916182,131.7992115001597,0,Business,29,3,2,13
GoAir,Delhi,Bangalore,Mumbai-Chennai,4902.661042215627,97.85828749015825,0,Economy,24,2,9,23
GoAir,Mumbai,Hyderabad,Delhi-Hyderabad,5432.447198057963,125.43753487806151,1,Economy,20,5,23,17
AirAsia,Delhi,Kolkata,Delhi-Bangalore,5769.161043299436,133.80814874946913,1,Economy,7,6,10,17
IndiGo,Mumbai,Bangalore,Mumbai-Kolkata,5372.997183100458,125.84527020810414,1,Economy,4,11,7,15
AirAsia,Mumbai,Mumbai,Delhi-Bangalore,7387.949260669447,89.4091404087343,0,Economy,29,5,5,19
IndiGo,Delhi,Mumbai,Mumbai-Chennai,5314.582324938566,126.19085313976352,1,Business,12,2,19,15
IndiGo,Mumbai,Mumbai,Delhi-Hyderabad,5555.562576410507,163.8658781615291,1,Economy,5,12,10,12
GoAir,Delhi,Hyderabad,Mumbai-Chennai,6163.511225282381,133.4590729354358,0,Economy,23,5,20,8
SpiceJet,Mumbai,Hyderabad,Delhi-Mumbai,5038.280379139129,148.85961567215523,0,Business,29,9,11,8
SpiceJet,Delhi,Bangalore,Delhi-Hyderabad,5683.455430594989,112.88964089962117,0,Business,30,4,15,12
Vistara,Mumbai,Kolkata,Mumbai-Chennai,6253.96260900014,142.49700718271131,0,Economy,30,12,17,3
GoAir,Mumbai,Bangalore,Mumbai-Kolkata,5733.711676493991,128.3780351464958,0,Business,29,10,12,8
IndiGo,Delhi,Chennai,Delhi-Hyderabad,5925.290512880041,91.47267810938304,0,Economy,26,2,21,14
SpiceJet,Delhi,Mumbai,Delhi-Hyderabad,5576.534310041303,129.55563014396623,0,Economy,19,3,2,13
IndiGo,Mumbai,Mumbai,Delhi-Bangalore,4788.423752655386,90.24910009679068,1,Economy,26,3,14,18
SpiceJet,Mumbai,Mumbai,Mumbai-Kolkata,6257.274569071391,101.01359175345624,1,Economy,5,9,21,11
SpiceJet,Mumbai,Bangalore,Delhi-Mumbai,7403.946457317793,125.67984921877122,1,Economy,27,4,20,20
SpiceJet,Delhi,Bangalore,Mumbai-Chennai,6014.721304626751,128.91732820140373,0,Economy,30,1,13,5
GoAir,Delhi,Mumbai,Delhi-Bangalore,6180.21129379804,84.32302604768613,0,Economy,19,1,17,2
AirAsia,Mumbai,Bangalore,Mumbai-Chennai,6554.178204093488,151.6195731354863,1,Economy,21,7,13,21
IndiGo,Delhi,Hyderabad,Delhi-Mumbai,4984.53560276264,137.1601883490142,0,Economy,30,7,4,19
GoAir,Delhi,Hyderabad,Delhi-Mumbai,7362.011726503684,98.85814693167349,2,Economy,3,2,20,15
GoAir,Delhi,Bangalore,Delhi-Hyderabad,6161.863037138241,73.87245610652474,1,Economy,27,9,13,19
GoAir,Mumbai,Mumbai,Delhi-Mumbai,7305.485519271288,115.65286262755706,0,Economy,26,9,7,23
GoAir,Delhi,Bangalore,Mumbai-Chennai,5413.573603580809,106.6216885841652,2,Economy,11,5,22,22
GoAir,Delhi,Bangalore,Mumbai-Kolkata,7454.4495380462595,123.39421371159068,0,Economy,7,3,14,16
Vistara,Delhi,Bangalore,Mumbai-Kolkata,6620.124395227826,109.106500165333,0,Economy,29,3,14,15
IndiGo,Delhi,Chennai,Delhi-Hyderabad,6442.432068681886,60.0,1,Economy,17,12,18,5
GoAir,Delhi,Hyderabad,Mumbai-Chennai,6187.219563482518,108.34959185096525,0,Economy,25,3,19,7
IndiGo,Mumbai,Kolkata,Mumbai-Chennai,5801.177105540441,110.83142666795062,2,Business,9,6,5,18
Vistara,Delhi,Kolkata,Delhi-Mumbai,6960.425326779098,139.00983074322176,0,Economy,21,4,18,1
Vistara,Delhi,Chennai,Mumbai-Chennai,6112.287895878438,99.05400976166851,0,Economy,9,8,7,13
IndiGo,Delhi,Bangalore,Delhi-Bangalore,4426.344237130278,170.360240201177,0,Economy,10,11,5,21
SpiceJet,Mumbai,Chennai,Delhi-Mumbai,5106.250830634398,62.65078348044729,1,Business,13,11,19,11
AirAsia,Delhi,Chennai,Delhi-Bangalore,5851.323398245802,159.33502493407875,0,Economy,15,11,22,16
SpiceJet,Mumbai,Mumbai,Delhi-Hyderabad,6247.999186532444,113.27043087365685,0,Economy,22,5,14,14
SpiceJet,Mumbai,Hyderabad,Mumbai-Kolkata,5954.729208880083,145.78754617030668,1,Economy,31,1,2,17
SpiceJet,Delhi,Kolkata,Delhi-Hyderabad,6975.176631834931,122.394044521762,0,Economy,5,9,9,15
GoAir,Delhi,Bangalore,Mumbai-Kolkata,4439.1185087691,154.18666608076407,1,Economy,29,1,14,12
Vistara,Mumbai,Kolkata,Delhi-Hyderabad,6114.870349204128,108.37914106341566,0,Economy,3,6,23,20
SpiceJet,Delhi,Kolkata,Mumbai-Chennai,4545.616619690276,87.04138724466563,1,Economy,27,1,15,16
Vistara,Mumbai,Hyderabad,Delhi-Bangalore,6607.769836387335,162.6151286181319,1,Economy,27,3,16,7
IndiGo,Mumbai,Kolkata,Mumbai-Kolkata,5924.433028446398,116.59558062353575,0,Economy,8,10,18,0
AirAsia,Delhi,Kolkata,Delhi-Mumbai,6335.6879776192945,126.64675420872634,0,Economy,20,5,10,2
IndiGo,Delhi,Chennai,Delhi-Bangalore,5308.893631528187,157.04255742134384,1,Economy,10,10,15,15
IndiGo,Delhi,Hyderabad,Delhi-Mumbai,7023.571945326201,89.04134273716696,0,Economy,13,7,4,1
GoAir,Mumbai,Mumbai,Delhi-Bangalore,6833.3797312470815,137.86472692917772,2,Business,31,10,4,14
AirAsia,Delhi,Bangalore,Delhi-Bangalore,6466.8354424095105,102.30315730611328,0,Economy,29,8,13,0
IndiGo,Delhi,Kolkata,Delhi-Hyderabad,5896.386202509248,116.03491933066884,0,Economy,3,12,17,8
IndiGo,Delhi,Bangalore,Mumbai-Kolkata,6463.885828236106,122.16836896152867,0,Economy,29,9,7,15
AirAsia,Delhi,Mumbai,Mumbai-Kolkata,5434.485945610121,74.99334415659192,2,Economy,22,6,4,3
AirAsia,Delhi,Bangalore,Delhi-Bangalore,6684.444527216569,96.63488871538696,0,Economy,8,11,6,11
IndiGo,Delhi,Mumbai,Mumbai-Chennai,7319.5847154591365,160.53218677239417,1,Economy,29,9,15,0
AirAsia,Delhi,Chennai,Mumbai-Chennai,6856.488447983349,146.58573565754386,1,Business,31,8,22,0
IndiGo,Delhi,Kolkata,Delhi-Mumbai,5416.318024154072,118.12081268018295,0,Economy,9,9,13,6
IndiGo,Mumbai,Mumbai,Delhi-Mumbai,6289.133853818483,127.29370375538679,0,Economy,30,10,4,17
GoAir,Delhi,Bangalore,Delhi-Hyderabad,4965.486764993082,111.17272483090628,1,Economy,22,4,23,22
SpiceJet,Delhi,Kolkata,Delhi-Bangalore,6457.912248940541,160.69750157483946,0,Economy,21,9,8,22
IndiGo,Delhi,Chennai,Delhi-Mumbai,6360.482730290031,113.98942266617509,1,Economy,12,7,3,14
Vistara,Delhi,Kolkata,Delhi-Mumbai,4504.146928374269,126.95526276404544,0,Economy,11,5,3,12
SpiceJet,Delhi,Mumbai,Delhi-Bangalore,5070.572924870109,154.38090432426196,0,Economy,2,5,15,15
SpiceJet,Delhi,Chennai,Delhi-Hyderabad,5773.488882604986,96.6788554546228,1,Business,18,1,23,6
SpiceJet,Delhi,Bangalore,Delhi-Mumbai,5759.312202287339,166.7636755349068,0,Economy,9,2,16,15
GoAir,Mumbai,Chennai,Delhi-Hyderabad,5032.418451664956,74.08615770769869,0,Business,2,10,14,12
IndiGo,Delhi,Chennai,Mumbai-Kolkata,6311.182983481747,168.88926393338397,0,Economy,2,3,3,13
GoAir,Mumbai,Hyderabad,Delhi-Hyderabad,6201.1788871524095,108.81973248144077,0,Economy,3,8,5,16
IndiGo,Delhi,Chennai,Mumbai-Chennai,5844.584694417184,112.71903756524155,0,Economy,16,6,15,11
GoAir,Mumbai,Chennai,Mumbai-Chennai,5395.36679987331,63.299694864511714,1,Economy,19,12,3,23
GoAir,Mumbai,Kolkata,Delhi-Hyderabad,6838.965701133251,106.35615847866922,0,Business,4,10,5,23
Vistara,Delhi,Bangalore,Mumbai-Chennai,7324.325690470636,88.80580406919347,0,Economy,23,11,4,19
GoAir,Delhi,Kolkata,Mumbai-Kolkata,5613.1508129227705,101.77060963879582,1,Economy,25,5,15,12
AirAsia,Delhi,Kolkata,Delhi-Bangalore,5510.266466276144,115.88067102633362,0,Economy,18,1,15,23
Vistara,Delhi,Mumbai,Mumbai-Chennai,6392.966132329597,148.73374843418716,0,Economy,20,12,9,19
GoAir,Mumbai,Kolkata,Mumbai-Chennai,5713.576496202411,126.22810054201878,2,Business,25,11,8,14
SpiceJet,Delhi,Hyderabad,Delhi-Hyderabad,5888.482239469413,129.23029960203343,1,Economy,30,12,3,23
AirAsia,Mumbai,Hyderabad,Mumbai-Kolkata,6591.722521379737,87.13441833463312,0,Economy,18,9,13,20
AirAsia,Mumbai,Mumbai,Delhi-Bangalore,4472.515129994165,93.5773773119181,1,Economy,10,3,3,3
AirAsia,Mumbai,Bangalore,Delhi-Hyderabad,7054.641859882136,173.96175055053934,0,Business,11,3,11,21
Vistara,Mumbai,Bangalore,Delhi-Hyderabad,6058.144419463473,97.9439689571026,1,Economy,29,2,23,1
GoAir,Mumbai,Kolkata,Mumbai-Kolkata,5670.805484350256,169.68624756171886,0,Economy,17,4,9,17
GoAir,Mumbai,Kolkata,Delhi-Bangalore,5928.612676622841,112.70816403357401,0,Economy,26,12,3,1
SpiceJet,Delhi,Kolkata,Mumbai-Kolkata,5969.943484016415,120.06863808430512,0,Economy,24,2,17,14
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,4615.03895724406,152.1109548068979,0,Economy,25,9,12,18
AirAsia,Mumbai,Chennai,Mumbai-Kolkata,7195.950581962588,158.1567726581597,0,Economy,23,12,12,14
SpiceJet,Delhi,Hyderabad,Delhi-Hyderabad,6033.060505816495,116.67562319162738,2,Economy,24,10,13,19
Vistara,Mumbai,Chennai,Delhi-Hyderabad,6354.401704357901,108.35270839435384,0,Economy,20,7,17,9
GoAir,Delhi,Chennai,Delhi-Mumbai,6761.239816459234,118.32238654433361,0,Economy,16,8,0,23
AirAsia,Mumbai,Bangalore,Mumbai-Chennai,5183.07003395176,130.13872584696355,0,Economy,20,3,20,19
SpiceJet,Delhi,Chennai,Mumbai-Kolkata,6378.777519228182,146.73911060609265,0,Economy,13,6,15,10
Vistara,Mumbai,Mumbai,Delhi-Mumbai,5785.887127280965,120.12689576982454,1,Business,2,10,14,9
Vistara,Mumbai,Kolkata,Mumbai-Chennai,6677.416620173195,138.5665889406946,0,Business,24,6,21,22
SpiceJet,Delhi,Mumbai,Mumbai-Kolkata,4298.218063718804,169.15079196812823,0,Economy,31,1,4,4
GoAir,Delhi,Hyderabad,Delhi-Bangalore,5920.724559806985,131.43928836794353,0,Economy,27,6,5,8
SpiceJet,Delhi,Kolkata,Mumbai-Chennai,5517.74347537283,129.34958568014335,1,Economy,2,3,5,19
AirAsia,Mumbai,Chennai,Delhi-Hyderabad,6345.810360507325,74.43267524729796,0,Economy,25,11,2,18
SpiceJet,Delhi,Hyderabad,Delhi-Mumbai,6376.0353498945615,60.0,0,Economy,14,3,15,12
Vistara,Mumbai,Kolkata,Mumbai-Chennai,5433.899284142379,131.65127187690504,0,Economy,4,3,11,17
SpiceJet,Mumbai,Chennai,Mumbai-Chennai,5430.260908659165,117.15527306157384,0,Economy,17,10,3,16
GoAir,Delhi,Mumbai,Delhi-Hyderabad,5911.467705154137,104.55651975255775,0,Business,13,11,0,5
IndiGo,Delhi,Kolkata,Mumbai-Kolkata,5282.686218147834,127.30590612559034,1,Economy,4,11,3,9
SpiceJet,Delhi,Chennai,Delhi-Bangalore,6673.586956361702,118.18788812409275,1,Economy,3,10,0,1
GoAir,Mumbai,Mumbai,Delhi-Hyderabad,5704.634239642043,153.83340751901696,1,Economy,12,11,20,23
GoAir,Mumbai,Hyderabad,Delhi-Bangalore,3674.409424542687,122.58332604776933,0,Economy,22,8,7,5
Vistara,Delhi,Hyderabad,Mumbai-Kolkata,5700.142354702555,97.59230144789497,0,Economy,23,5,23,20
GoAir,Delhi,Hyderabad,Mumbai-Chennai,5169.164943324822,149.70498716877867,0,Economy,8,4,4,12
GoAir,Mumbai,Hyderabad,Delhi-Bangalore,4694.979347631243,113.48606775161393,2,Economy,2,9,1,17
GoAir,Delhi,Bangalore,Delhi-Mumbai,5010.058689421942,135.79610051016923,0,Economy,6,9,11,6
GoAir,Delhi,Kolkata,Delhi-Mumbai,6087.526777466376,105.67767881421598,1,Business,31,1,21,1
AirAsia,Mumbai,Kolkata,Delhi-Hyderabad,7062.912662598585,100.5051934350769,0,Economy,22,2,16,13
AirAsia,Mumbai,Bangalore,Mumbai-Kolkata,6250.547579091984,122.52504690557089,0,Economy,10,8,6,4
Vistara,Mumbai,Chennai,Delhi-Hyderabad,5514.797289427408,120.38485930631056,0,Economy,12,5,10,17
SpiceJet,Delhi,Chennai,Delhi-Hyderabad,6364.723356136562,134.394811061005,0,Economy,21,7,3,10
GoAir,Mumbai,Hyderabad,Delhi-Hyderabad,5632.727751824807,111.94062740070773,2,Economy,10,1,4,9
SpiceJet,Mumbai,Mumbai,Delhi-Mumbai,5444.319704669484,64.90920648688808,2,Economy,10,12,5,10
SpiceJet,Delhi,Chennai,Delhi-Mumbai,5076.509865413613,107.01678349234834,0,Business,23,10,10,1
Vistara,Delhi,Mumbai,Delhi-Hyderabad,4598.536954598625,143.81455401431447,0,Business,3,12,0,14
GoAir,Delhi,Kolkata,Delhi-Mumbai,5688.061034752443,111.0787176227068,2,Economy,20,5,9,6
GoAir,Mumbai,Mumbai,Mumbai-Kolkata,6126.442791936105,112.60849792456357,1,Business,10,11,19,8
IndiGo,Delhi,Kolkata,Delhi-Hyderabad,5922.701063988088,149.59129517717813,0,Economy,29,12,23,4
SpiceJet,Delhi,Bangalore,Delhi-Mumbai,5667.226457642113,98.64080318223232,0,Economy,9,3,20,6
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,5243.403151442575,73.71590345271301,0,Economy,20,10,10,19
AirAsia,Delhi,Hyderabad,Delhi-Hyderabad,6486.596953347975,115.18106641423518,0,Economy,19,12,23,1
IndiGo,Mumbai,Chennai,Delhi-Hyderabad,4946.294464042732,105.47478146253789,0,Economy,14,12,16,2
AirAsia,Delhi,Hyderabad,Mumbai-Kolkata,6620.82233107478,91.01261040740238,0,Economy,2,2,7,1
AirAsia,Mumbai,Kolkata,Mumbai-Chennai,5198.22638485862,114.73864632303928,0,Economy,5,2,12,20
AirAsia,Mumbai,Hyderabad,Mumbai-Chennai,5398.051810117572,134.74516941740353,0,Economy,20,9,19,21
Vistara,Mumbai,Mumbai,Mumbai-Kolkata,4826.571847507458,119.72134315296553,0,Economy,29,4,17,22
Vistara,Mumbai,Kolkata,Mumbai-Kolkata,5598.878282491491,129.20943218058713,1,Business,29,4,21,18
AirAsia,Mumbai,Bangalore,Mumbai-Kolkata,6780.249966782383,174.4022309554627,1,Economy,8,7,15,3
IndiGo,Delhi,Chennai,Mumbai-Chennai,6412.502470755165,109.71363415327308,0,Economy,7,10,1,23
SpiceJet,Delhi,Kolkata,Mumbai-Kolkata,6782.737689622428,128.35045903934008,2,Economy,6,10,4,19
IndiGo,Mumbai,Kolkata,Delhi-Mumbai,6417.714036747148,104.72359912202596,2,Economy,11,2,17,6
GoAir,Delhi,Mumbai,Delhi-Hyderabad,5117.064137175705,94.60920840339081,0,Economy,12,3,2,21
Vistara,Mumbai,Chennai,Delhi-Hyderabad,5735.3686205379545,102.4527703974669,0,Economy,18,3,21,6
SpiceJet,Delhi,Bangalore,Delhi-Bangalore,5375.84069670603,105.63724285434934,1,Economy,19,6,16,16
SpiceJet,Delhi,Kolkata,Delhi-Bangalore,7064.459923231232,130.78427392641376,1,Economy,10,3,15,18
GoAir,Delhi,Kolkata,Delhi-Hyderabad,5042.56908285895,190.47227360102272,2,Economy,25,11,5,21
GoAir,Mumbai,Mumbai,Delhi-Mumbai,6714.958151511289,98.51869691172479,1,Economy,29,5,18,15
AirAsia,Delhi,Hyderabad,Mumbai-Chennai,6714.363096087015,107.50124083153612,1,Economy,25,4,6,2
